id,description
3569,Give this to Thersa. Perhaps it will cure her... perhaps not. We really won't know until after she drinks it.
3601,"Kim'jael indeed!! Do you know what Kim'jael means to the Blood elves, <name>? Little rat... or something like that. The big bullies!They hired me to help them scout the area looking for some sort of lost treasures. Of course I jumped aboard the moment they said ""treasure"" and the amount they were willing to pay, but of course, they turned on me and tried to kill me... ME!Goes to show you, you can't trust a Blood elf.The problem is, they still have my equipment and I can't get it back. Help me out?"
3602,"The ancient cliff giants of the southern region of Azshara consume the rock and buildings of the land for sustenance. The excrement from their consumption is a highly malleable and extremely strong crystal known as Azsharite.The formations litter the southern arc, but few are ever recovered due to the extremely violent nature of the giants.You are to venture south and recover enough of the Azsharite for the creation of the weapon's body. My felhounds will aid in the recovery of the crystal."
3621,"The weapons are ready to be forged. You must take the tempered azsharite to one with the ability to harness fel energy.In Stranglethorn Vale such a blacksmith exists. Galvan the Ancient, leader of the Mithril Order, will craft the weapons to your specifications. You will find his encampment between Zul'Gurub and the Mosh'Ogg ogre mound.May your determination and faith carry you through this ordeal. Should you fail, know that your God smiles down upon you, mortal."
3625,"<name>, the creation of each weapon will take some time.Additionally, you may only use the power of the Felcurse once per three minutes. Its weakening properties against Razelikh the Defiler and his minions may be variable in duration. This is why you must release the Felcurse only when the moment is right!Now give me a moment to craft your weapon, <name>."
3626,"The hour of redemption is near, <name>. You must return to the Blasted Lands with your new-found weaponry and speak with the Fallen Hero of the Horde to receive your final objective."
3627,"To reach the Defiler, you must first destroy the triad of power and recover the amulet pieces. When you recover all three pieces, return to me and I shall give you further instruction.Go <name>! To the Blasted Lands! Sevine, Allistarj, and Grol must fall!"
3628,"Razelikh's lair is atop the highest mountain in the Blasted Lands. The only way to the lair is through the use of the teleport runes near the mountain. As long as you hold the amulet, you can freely transport up to the lair. Once you reach the lair, you must conjure the beast. The amulet is your key, <name>. Use it on the Altar of the Defiler.Should you defeat the Defiler, bring back his horn. It will become a symbol of hope for all that view it - proof that heroes do exist in this war torn world."
3629,"Expert engineering yields two distinct disciplines: gnome and goblin.  I only bother to mention goblin engineering because I'm a fair trainer.  They like to make things that blow up, and they rarely care what is in the way - even themselves.<name>, read this manual.  If you want to learn how to blow yourself up, then take it to Nixx Sprocketspring in Gadgetzan.   Remember - membership is permanent and prevents joining the other discipline, so make sure this is what you want before finishing his task."
3630,"Engineering at the expert level breaks into two disciplines: gnome and goblin.  Gnome engineering represents by far the superior of the two!  It's about the construction of wonderful gadgets and devices that make life better!<name>, read this manual.  If you want to learn more on gnome engineering, then take that manual to Tinkmaster Overspark in Ironforge.   Remember - membership is permanent and prevents joining the other discipline, so make sure you are sure before finishing his task!"
3631,"Hmph. I say you're not prepared, but that is not my decision. Strahad feels otherwise, and it is his decision to make... this time.He wishes to speak to you, and quickly. You'll find him still above Ratchet in the Barrens, at his little tower there with his acolytes.Do not dawdle long."
